embedding_row	clean_id	original_id	split	label	cluster_id	sequence_length	completed	number_of_windows
909	seq_1b183af3ff39fa77a11edb3036a2635456c246a16332edd4ac5f83a9b8cfe283	seq_1b183af3ff39fa77a11edb3036a2635456c246a16332edd4ac5f83a9b8cfe283	existing_challenge	0	seq_1b183af3ff39fa77a11edb3036a2635456c246a16332edd4ac5f83a9b8cfe283	340	1	1
910	seq_1ffc70196f235a94eb25053e9a99c92ec3ea369979739a9957ab8ec1dfb43a39	seq_1ffc70196f235a94eb25053e9a99c92ec3ea369979739a9957ab8ec1dfb43a39	existing_challenge	0	seq_1ffc70196f235a94eb25053e9a99c92ec3ea369979739a9957ab8ec1dfb43a39	486	1	1
911	seq_8b8fa9cde919951a402a8d161730c45fc0732ba2039ce7405b947eca855a6a8a	seq_8b8fa9cde919951a402a8d161730c45fc0732ba2039ce7405b947eca855a6a8a	existing_challenge	0	seq_8b8fa9cde919951a402a8d161730c45fc0732ba2039ce7405b947eca855a6a8a	136	1	1
912	seq_f9641260a2fa0a097c599ad836fb0cd65158145860aaac375ac0eb83ee787fb4	seq_f9641260a2fa0a097c599ad836fb0cd65158145860aaac375ac0eb83ee787fb4	existing_challenge	0	seq_f9641260a2fa0a097c599ad836fb0cd65158145860aaac375ac0eb83ee787fb4	1319	1	1
913	seq_1c546f08189dfaf798af23a53d2f81de773c56f5eb1aed0e01a9bde1ecf7ccc2	seq_1c546f08189dfaf798af23a53d2f81de773c56f5eb1aed0e01a9bde1ecf7ccc2	existing_challenge	0	seq_1c546f08189dfaf798af23a53d2f81de773c56f5eb1aed0e01a9bde1ecf7ccc2	97	1	1
914	seq_b217d96c30827f6085065641f041338328d6b098bdf2b9de9608c172e7fec020	seq_b217d96c30827f6085065641f041338328d6b098bdf2b9de9608c172e7fec020	existing_challenge	0	seq_b217d96c30827f6085065641f041338328d6b098bdf2b9de9608c172e7fec020	274	1	1
915	seq_fe8eababfa1429120d03629a99253294f9326ef49268bfc7c0743e76accc15e8	seq_fe8eababfa1429120d03629a99253294f9326ef49268bfc7c0743e76accc15e8	existing_challenge	0	seq_fe8eababfa1429120d03629a99253294f9326ef49268bfc7c0743e76accc15e8	251	1	1
916	seq_66b651802085187fe71ee3c99a35dda14aee794c4f1d37f87705682ea588ac5a	seq_66b651802085187fe71ee3c99a35dda14aee794c4f1d37f87705682ea588ac5a	existing_challenge	0	seq_66b651802085187fe71ee3c99a35dda14aee794c4f1d37f87705682ea588ac5a	153	1	1
917	seq_5d48ed79031cd8bd79f1f816b662d4834267fd64285ea2f7de767ebf2ccba759	seq_5d48ed79031cd8bd79f1f816b662d4834267fd64285ea2f7de767ebf2ccba759	existing_challenge	0	seq_5d48ed79031cd8bd79f1f816b662d4834267fd64285ea2f7de767ebf2ccba759	52	1	1
918	seq_a041c84580a0137b6e6de720ffedb6988b62927392c010c247a861562d2981ef	seq_a041c84580a0137b6e6de720ffedb6988b62927392c010c247a861562d2981ef	existing_challenge	0	seq_a041c84580a0137b6e6de720ffedb6988b62927392c010c247a861562d2981ef	394	1	1
919	seq_8c163076886c280d0d987e01d77de4eaa87abf13ec3a6fa0eff940833a9f5b6c	seq_8c163076886c280d0d987e01d77de4eaa87abf13ec3a6fa0eff940833a9f5b6c	existing_challenge	0	seq_8c163076886c280d0d987e01d77de4eaa87abf13ec3a6fa0eff940833a9f5b6c	406	1	1
920	seq_9ac194c7639aacd475412fe308e1db7a9e4f405d9df8bc538be7c842e713bd06	seq_9ac194c7639aacd475412fe308e1db7a9e4f405d9df8bc538be7c842e713bd06	existing_challenge	0	seq_9ac194c7639aacd475412fe308e1db7a9e4f405d9df8bc538be7c842e713bd06	341	1	1
921	seq_7394952da635fe3738cdaaedf0671ad1f49404aa51e28bc277c01d7171d51a3b	seq_7394952da635fe3738cdaaedf0671ad1f49404aa51e28bc277c01d7171d51a3b	existing_challenge	0	seq_7394952da635fe3738cdaaedf0671ad1f49404aa51e28bc277c01d7171d51a3b	476	1	1
922	seq_2101f0976c8820146a4795087734370c07953ed9460f2fdb65816b22f2dbd319	seq_2101f0976c8820146a4795087734370c07953ed9460f2fdb65816b22f2dbd319	existing_challenge	0	seq_2101f0976c8820146a4795087734370c07953ed9460f2fdb65816b22f2dbd319	255	1	1
923	seq_4a18315170fa41726083231f9b8bfe188ac757ebf58bfee98012372bc2bee3fa	seq_4a18315170fa41726083231f9b8bfe188ac757ebf58bfee98012372bc2bee3fa	existing_challenge	0	seq_4a18315170fa41726083231f9b8bfe188ac757ebf58bfee98012372bc2bee3fa	283	1	1
924	seq_3540ff2b16e747081c45526eb62f02dde1d588e1aad0f6098b751be146861ae0	seq_3540ff2b16e747081c45526eb62f02dde1d588e1aad0f6098b751be146861ae0	existing_challenge	0	seq_3540ff2b16e747081c45526eb62f02dde1d588e1aad0f6098b751be146861ae0	238	1	1
925	seq_d0b3dc8d0e2f3d743a6fed8c5310d426e39cbac1a2dd93ab6b0ed99ef8a8dfea	seq_d0b3dc8d0e2f3d743a6fed8c5310d426e39cbac1a2dd93ab6b0ed99ef8a8dfea	existing_challenge	0	seq_d0b3dc8d0e2f3d743a6fed8c5310d426e39cbac1a2dd93ab6b0ed99ef8a8dfea	142	1	1
926	seq_d486cc4910b1b0966ea479fc4da564fb0db9d2349f0fa4784b51b3d5b57df21c	seq_d486cc4910b1b0966ea479fc4da564fb0db9d2349f0fa4784b51b3d5b57df21c	existing_challenge	0	seq_d486cc4910b1b0966ea479fc4da564fb0db9d2349f0fa4784b51b3d5b57df21c	354	1	1
927	seq_634996486b6ab1e2095c352641ada50d667404708951c3419d98ee46b03a305c	seq_634996486b6ab1e2095c352641ada50d667404708951c3419d98ee46b03a305c	existing_challenge	0	seq_634996486b6ab1e2095c352641ada50d667404708951c3419d98ee46b03a305c	550	1	1
928	seq_4fd0f7f9b8f04ef64f4d166e190aa1263362428cc0b2f5582ad7465ee96d3f6a	seq_4fd0f7f9b8f04ef64f4d166e190aa1263362428cc0b2f5582ad7465ee96d3f6a	existing_challenge	0	seq_4fd0f7f9b8f04ef64f4d166e190aa1263362428cc0b2f5582ad7465ee96d3f6a	183	1	1
929	seq_fd71433a65fc02d443214a064091e46b1e453cef46497d3e35ebbc9f393b97e5	seq_fd71433a65fc02d443214a064091e46b1e453cef46497d3e35ebbc9f393b97e5	existing_challenge	0	seq_fd71433a65fc02d443214a064091e46b1e453cef46497d3e35ebbc9f393b97e5	452	1	1
930	seq_c52846ab1ebc747cb49f3d95dab63f6157c50e2d8ccad7373e644110d1751dd3	seq_c52846ab1ebc747cb49f3d95dab63f6157c50e2d8ccad7373e644110d1751dd3	existing_challenge	0	seq_c52846ab1ebc747cb49f3d95dab63f6157c50e2d8ccad7373e644110d1751dd3	281	1	1
931	seq_46454c897fa2b2e0f357fc68e729f2dcf04f7708ea125dd356d680da181efed3	seq_46454c897fa2b2e0f357fc68e729f2dcf04f7708ea125dd356d680da181efed3	existing_challenge	0	seq_46454c897fa2b2e0f357fc68e729f2dcf04f7708ea125dd356d680da181efed3	232	1	1
932	seq_189f41dac23b3a56dfc08da114b14cb879f9c1ec20a8a874c9d7e93967ad1bb9	seq_189f41dac23b3a56dfc08da114b14cb879f9c1ec20a8a874c9d7e93967ad1bb9	existing_challenge	0	seq_189f41dac23b3a56dfc08da114b14cb879f9c1ec20a8a874c9d7e93967ad1bb9	189	1	1
933	seq_a7385dfa60c9b321a484e22d789be4d1df402a52239c85c1ba9269aacb9ecca7	seq_a7385dfa60c9b321a484e22d789be4d1df402a52239c85c1ba9269aacb9ecca7	existing_challenge	0	seq_a7385dfa60c9b321a484e22d789be4d1df402a52239c85c1ba9269aacb9ecca7	123	1	1
934	seq_e06439b3b0c634a0f40ce72c198ef00f084e3508798f66627b73ccde5bd64061	seq_e06439b3b0c634a0f40ce72c198ef00f084e3508798f66627b73ccde5bd64061	existing_challenge	0	seq_e06439b3b0c634a0f40ce72c198ef00f084e3508798f66627b73ccde5bd64061	82	1	1
935	seq_e0b466ef187c49d65b4b53eb08820547c0fd610d06e07d4e79fecaa4df7c1518	seq_e0b466ef187c49d65b4b53eb08820547c0fd610d06e07d4e79fecaa4df7c1518	existing_challenge	0	seq_e0b466ef187c49d65b4b53eb08820547c0fd610d06e07d4e79fecaa4df7c1518	345	1	1
936	seq_e11b778275d165b7966299234e0548394354622590aab6620ae362a329eac9a3	seq_e11b778275d165b7966299234e0548394354622590aab6620ae362a329eac9a3	existing_challenge	0	seq_e11b778275d165b7966299234e0548394354622590aab6620ae362a329eac9a3	205	1	1
937	seq_4d4cf60bb5f8f3d8ff6cc4c2e3715552edd1e7fff8e7a6c5fd16fc2af3938095	seq_4d4cf60bb5f8f3d8ff6cc4c2e3715552edd1e7fff8e7a6c5fd16fc2af3938095	existing_challenge	0	seq_4d4cf60bb5f8f3d8ff6cc4c2e3715552edd1e7fff8e7a6c5fd16fc2af3938095	335	1	1
938	seq_edcbfbfaf77c58b262d2a980046a96a8a73e005df0934576a1e4283f37f15e02	seq_edcbfbfaf77c58b262d2a980046a96a8a73e005df0934576a1e4283f37f15e02	existing_challenge	0	seq_edcbfbfaf77c58b262d2a980046a96a8a73e005df0934576a1e4283f37f15e02	131	1	1
939	seq_fc3b12649b4aea8b7045b532743ecf58093dfca1efcf8a55afcfdf4271cc8d30	seq_fc3b12649b4aea8b7045b532743ecf58093dfca1efcf8a55afcfdf4271cc8d30	existing_challenge	0	seq_fc3b12649b4aea8b7045b532743ecf58093dfca1efcf8a55afcfdf4271cc8d30	204	1	1
940	seq_48cce4fc9cf79390294cd86453c77bc087cfa9422834bcb079de912b1690a8e3	seq_48cce4fc9cf79390294cd86453c77bc087cfa9422834bcb079de912b1690a8e3	existing_challenge	0	seq_48cce4fc9cf79390294cd86453c77bc087cfa9422834bcb079de912b1690a8e3	242	1	1
941	seq_52f6739cf99aec71d62fb45264dea267b4fd6e387dd162df3d6a7c10af8b3f36	seq_52f6739cf99aec71d62fb45264dea267b4fd6e387dd162df3d6a7c10af8b3f36	existing_challenge	0	seq_52f6739cf99aec71d62fb45264dea267b4fd6e387dd162df3d6a7c10af8b3f36	534	1	1
942	seq_4170f939dea207d295889bf37da3119221e528bb645a89ae1d08ff5f4d8b7bb7	seq_4170f939dea207d295889bf37da3119221e528bb645a89ae1d08ff5f4d8b7bb7	existing_challenge	0	seq_4170f939dea207d295889bf37da3119221e528bb645a89ae1d08ff5f4d8b7bb7	561	1	1
943	seq_c6a286218a67077c2754e79115414f2b66171bde24c05f8419fe1ba6113941e8	seq_c6a286218a67077c2754e79115414f2b66171bde24c05f8419fe1ba6113941e8	existing_challenge	0	seq_c6a286218a67077c2754e79115414f2b66171bde24c05f8419fe1ba6113941e8	270	1	1
944	seq_0bd41c0242a4c40a4d7478553666f386863a02e5bd69cd3150ed4e8043c10df2	seq_0bd41c0242a4c40a4d7478553666f386863a02e5bd69cd3150ed4e8043c10df2	existing_challenge	0	seq_0bd41c0242a4c40a4d7478553666f386863a02e5bd69cd3150ed4e8043c10df2	393	1	1
945	seq_b34e801251eccf278f4f373145f739e6e88eee5b44e664aa72434fcafdeaaade	seq_b34e801251eccf278f4f373145f739e6e88eee5b44e664aa72434fcafdeaaade	existing_challenge	0	seq_b34e801251eccf278f4f373145f739e6e88eee5b44e664aa72434fcafdeaaade	494	1	1
946	seq_6721a5906680e2e477b4fbf485a12a394218b42140555191284ae2a2fba9220e	seq_6721a5906680e2e477b4fbf485a12a394218b42140555191284ae2a2fba9220e	existing_challenge	0	seq_6721a5906680e2e477b4fbf485a12a394218b42140555191284ae2a2fba9220e	266	1	1
947	seq_5c99292fd84eb4d955cc129d9426444058e24d5b21e514b0fc7218c112cd038b	seq_5c99292fd84eb4d955cc129d9426444058e24d5b21e514b0fc7218c112cd038b	existing_challenge	0	seq_5c99292fd84eb4d955cc129d9426444058e24d5b21e514b0fc7218c112cd038b	105	1	1
948	seq_74543e6a888b0cfe640570ffb483323534e2a1701767f1620f75e189359be2ce	seq_74543e6a888b0cfe640570ffb483323534e2a1701767f1620f75e189359be2ce	existing_challenge	0	seq_74543e6a888b0cfe640570ffb483323534e2a1701767f1620f75e189359be2ce	435	1	1
949	seq_e2a8ca1d8ea0271911345fd841c9488015804cdee6afa060c983c50d6a17f3d8	seq_e2a8ca1d8ea0271911345fd841c9488015804cdee6afa060c983c50d6a17f3d8	existing_challenge	0	seq_e2a8ca1d8ea0271911345fd841c9488015804cdee6afa060c983c50d6a17f3d8	219	1	1
950	seq_7177dfc20ab310748fe8cf67cde095b5aae6bd5745f75bb05321aedf47666ffb	seq_7177dfc20ab310748fe8cf67cde095b5aae6bd5745f75bb05321aedf47666ffb	existing_challenge	0	seq_7177dfc20ab310748fe8cf67cde095b5aae6bd5745f75bb05321aedf47666ffb	201	1	1
951	seq_acac2f040fb88b5e998db20d84ad85ffea57fac4c76fd4c29b5675fdcef8629e	seq_acac2f040fb88b5e998db20d84ad85ffea57fac4c76fd4c29b5675fdcef8629e	existing_challenge	0	seq_acac2f040fb88b5e998db20d84ad85ffea57fac4c76fd4c29b5675fdcef8629e	94	1	1
952	seq_0f11e65cd68deac4db8f21e7306af701dba2a55f8c2cb5571e450bc5edc9ec33	seq_0f11e65cd68deac4db8f21e7306af701dba2a55f8c2cb5571e450bc5edc9ec33	existing_challenge	0	seq_0f11e65cd68deac4db8f21e7306af701dba2a55f8c2cb5571e450bc5edc9ec33	331	1	1
953	seq_5dd98f9357ee318aabd126ca28bdc4b2f754724e5e12be61770a0c1c6080bc00	seq_5dd98f9357ee318aabd126ca28bdc4b2f754724e5e12be61770a0c1c6080bc00	existing_challenge	0	seq_5dd98f9357ee318aabd126ca28bdc4b2f754724e5e12be61770a0c1c6080bc00	164	1	1
954	seq_988e86c543aec78c7aab8f7712b99b0070c95a8df0c14f3996fb133a56a3153d	seq_988e86c543aec78c7aab8f7712b99b0070c95a8df0c14f3996fb133a56a3153d	existing_challenge	0	seq_988e86c543aec78c7aab8f7712b99b0070c95a8df0c14f3996fb133a56a3153d	274	1	1
955	seq_66a20f99414ce7336f4cd8e8dceead72dbc467c3e4903a689bbd270049eb3e0c	seq_66a20f99414ce7336f4cd8e8dceead72dbc467c3e4903a689bbd270049eb3e0c	existing_challenge	0	seq_66a20f99414ce7336f4cd8e8dceead72dbc467c3e4903a689bbd270049eb3e0c	663	1	1
956	seq_aaeb6ef0e42a090c695fa8646f804476eeea9f200544a5ff5ff72038d07f6b21	seq_aaeb6ef0e42a090c695fa8646f804476eeea9f200544a5ff5ff72038d07f6b21	existing_challenge	0	seq_aaeb6ef0e42a090c695fa8646f804476eeea9f200544a5ff5ff72038d07f6b21	239	1	1
957	seq_55430613287ac972199d64520c690f866b62e1993007610c45faf997f5f1bc51	seq_55430613287ac972199d64520c690f866b62e1993007610c45faf997f5f1bc51	existing_challenge	0	seq_55430613287ac972199d64520c690f866b62e1993007610c45faf997f5f1bc51	601	1	1
958	seq_10cfea1631414e6095e55977f8ded6b37988d3d90a836cc2d6178ea3b8bc4191	seq_10cfea1631414e6095e55977f8ded6b37988d3d90a836cc2d6178ea3b8bc4191	existing_challenge	0	seq_10cfea1631414e6095e55977f8ded6b37988d3d90a836cc2d6178ea3b8bc4191	324	1	1
959	seq_8ee8f6c20d79377312134f1a73fd12ab45c32ae6454840585465f9100165407c	seq_8ee8f6c20d79377312134f1a73fd12ab45c32ae6454840585465f9100165407c	existing_challenge	0	seq_8ee8f6c20d79377312134f1a73fd12ab45c32ae6454840585465f9100165407c	244	1	1
960	seq_8ef40a161fbc6f2c7c4dc87eb613274462bd02eecb0a0fa5a5bb212a1530df72	seq_8ef40a161fbc6f2c7c4dc87eb613274462bd02eecb0a0fa5a5bb212a1530df72	existing_challenge	0	seq_8ef40a161fbc6f2c7c4dc87eb613274462bd02eecb0a0fa5a5bb212a1530df72	211	1	1
961	seq_345a0ce89189838d9904ba4b259f35d5bbb3037e1af720eb7d4e973a4542bf35	seq_345a0ce89189838d9904ba4b259f35d5bbb3037e1af720eb7d4e973a4542bf35	existing_challenge	0	seq_345a0ce89189838d9904ba4b259f35d5bbb3037e1af720eb7d4e973a4542bf35	64	1	1
962	seq_923ce3668b0a868e091ad3da43b4daff791833e91e8025af1495ed2e12b9735b	seq_923ce3668b0a868e091ad3da43b4daff791833e91e8025af1495ed2e12b9735b	existing_challenge	0	seq_923ce3668b0a868e091ad3da43b4daff791833e91e8025af1495ed2e12b9735b	256	1	1
963	seq_96ca6cef66c984eb66950edb4d8c9b8619bc1cd96937f2407bcd2bdb007e6d9e	seq_96ca6cef66c984eb66950edb4d8c9b8619bc1cd96937f2407bcd2bdb007e6d9e	existing_challenge	0	seq_96ca6cef66c984eb66950edb4d8c9b8619bc1cd96937f2407bcd2bdb007e6d9e	176	1	1
964	seq_d39b0043e35fdf895c484a6d61ac0c903abc6d5a00401b2450be4323a4927673	seq_d39b0043e35fdf895c484a6d61ac0c903abc6d5a00401b2450be4323a4927673	existing_challenge	0	seq_d39b0043e35fdf895c484a6d61ac0c903abc6d5a00401b2450be4323a4927673	359	1	1
965	seq_a0f6e052e9c7d2bc31824a8ad812f0717ee43931166c74b51651b29ce5743ef0	seq_a0f6e052e9c7d2bc31824a8ad812f0717ee43931166c74b51651b29ce5743ef0	existing_challenge	0	seq_a0f6e052e9c7d2bc31824a8ad812f0717ee43931166c74b51651b29ce5743ef0	172	1	1
966	seq_fd7b6b720821e9a87495f38c25f2f76cd0d30d3ae9a4d1ae5d1851c41d034b3d	seq_fd7b6b720821e9a87495f38c25f2f76cd0d30d3ae9a4d1ae5d1851c41d034b3d	existing_challenge	0	seq_fd7b6b720821e9a87495f38c25f2f76cd0d30d3ae9a4d1ae5d1851c41d034b3d	140	1	1
967	seq_0b49aa129e7d16a682c69d5a70aa2b54f1d936a9d594bc73d9956f5bb1288239	seq_0b49aa129e7d16a682c69d5a70aa2b54f1d936a9d594bc73d9956f5bb1288239	existing_challenge	0	seq_0b49aa129e7d16a682c69d5a70aa2b54f1d936a9d594bc73d9956f5bb1288239	646	1	1
968	seq_d16cdc4a5cc7f1a4e20a14b2276c04f3d7b636793d3cd05dd6517d950001a66e	seq_d16cdc4a5cc7f1a4e20a14b2276c04f3d7b636793d3cd05dd6517d950001a66e	existing_challenge	0	seq_d16cdc4a5cc7f1a4e20a14b2276c04f3d7b636793d3cd05dd6517d950001a66e	453	1	1
969	seq_e68d7227e86a092311ee4537f9b8a138593cf8d8cd1a067395b74c10ab3d3e48	seq_e68d7227e86a092311ee4537f9b8a138593cf8d8cd1a067395b74c10ab3d3e48	existing_challenge	0	seq_e68d7227e86a092311ee4537f9b8a138593cf8d8cd1a067395b74c10ab3d3e48	80	1	1
970	seq_03ade7bb6c16dd544c6ce9a4f59aa7cdf9c36a316ecdd269a1f9fd105cfeca40	seq_03ade7bb6c16dd544c6ce9a4f59aa7cdf9c36a316ecdd269a1f9fd105cfeca40	existing_challenge	0	seq_03ade7bb6c16dd544c6ce9a4f59aa7cdf9c36a316ecdd269a1f9fd105cfeca40	337	1	1
971	seq_f078081505a04ca371002cc503cf80483e4118d4f1e9bced89f55b49d3b407c8	seq_f078081505a04ca371002cc503cf80483e4118d4f1e9bced89f55b49d3b407c8	existing_challenge	0	seq_f078081505a04ca371002cc503cf80483e4118d4f1e9bced89f55b49d3b407c8	190	1	1
972	seq_c9334b2712a47c1b5158c38a9cc9bfc4726ae86c5de589da82b83fa22f1417f9	seq_c9334b2712a47c1b5158c38a9cc9bfc4726ae86c5de589da82b83fa22f1417f9	existing_challenge	0	seq_c9334b2712a47c1b5158c38a9cc9bfc4726ae86c5de589da82b83fa22f1417f9	229	1	1
973	seq_8c01cb7d01427ba0e6ed174a68f9c4b868dc70d374fc1bac801a2b21abad7060	seq_8c01cb7d01427ba0e6ed174a68f9c4b868dc70d374fc1bac801a2b21abad7060	existing_challenge	0	seq_8c01cb7d01427ba0e6ed174a68f9c4b868dc70d374fc1bac801a2b21abad7060	398	1	1
974	seq_fd43cb5c0a8d78748c6d4c43bc77b674bb220ee263f51c842b6910bd20181dcd	seq_fd43cb5c0a8d78748c6d4c43bc77b674bb220ee263f51c842b6910bd20181dcd	existing_challenge	0	seq_fd43cb5c0a8d78748c6d4c43bc77b674bb220ee263f51c842b6910bd20181dcd	457	1	1
975	seq_a88081d9f86d7fa74237fa10d85513f3fc7d28bc938a6602e4346031981a9d12	seq_a88081d9f86d7fa74237fa10d85513f3fc7d28bc938a6602e4346031981a9d12	existing_challenge	0	seq_a88081d9f86d7fa74237fa10d85513f3fc7d28bc938a6602e4346031981a9d12	107	1	1
976	seq_b6f683e602b7c48913a827e654a325748d2e57c6e6753ff8c3cb270caf3f7641	seq_b6f683e602b7c48913a827e654a325748d2e57c6e6753ff8c3cb270caf3f7641	existing_challenge	0	seq_b6f683e602b7c48913a827e654a325748d2e57c6e6753ff8c3cb270caf3f7641	158	1	1
977	seq_3cf4a173772d6ed5dc947e182a3c905218ae43f1a14d9b602fd331971931cc9f	seq_3cf4a173772d6ed5dc947e182a3c905218ae43f1a14d9b602fd331971931cc9f	existing_challenge	0	seq_3cf4a173772d6ed5dc947e182a3c905218ae43f1a14d9b602fd331971931cc9f	330	1	1
978	seq_80bce9e0ce11b1976d06f9fa75000eb80a1e84a122168563a3cbe1e6967c1185	seq_80bce9e0ce11b1976d06f9fa75000eb80a1e84a122168563a3cbe1e6967c1185	existing_challenge	0	seq_80bce9e0ce11b1976d06f9fa75000eb80a1e84a122168563a3cbe1e6967c1185	170	1	1
979	seq_0f4bae2929afd1267ab52bad37310c2847bd7f2dd293db01d96c14927ddbefd5	seq_0f4bae2929afd1267ab52bad37310c2847bd7f2dd293db01d96c14927ddbefd5	existing_challenge	0	seq_0f4bae2929afd1267ab52bad37310c2847bd7f2dd293db01d96c14927ddbefd5	320	1	1
980	seq_fec5250199a46f03bb4ce2cffd4bcadd2ad7055a3d7bb87ff0283615b088d0ea	seq_fec5250199a46f03bb4ce2cffd4bcadd2ad7055a3d7bb87ff0283615b088d0ea	existing_challenge	0	seq_fec5250199a46f03bb4ce2cffd4bcadd2ad7055a3d7bb87ff0283615b088d0ea	313	1	1
981	seq_f0150a932d6ad59db455b3753e1f8307e086892bf9382345cf7bdc41ffea429a	seq_f0150a932d6ad59db455b3753e1f8307e086892bf9382345cf7bdc41ffea429a	existing_challenge	0	seq_f0150a932d6ad59db455b3753e1f8307e086892bf9382345cf7bdc41ffea429a	447	1	1
982	seq_0f34bd336e96c373698fd6004b413a7d1ab653c32eb83aae3bff660bfd321804	seq_0f34bd336e96c373698fd6004b413a7d1ab653c32eb83aae3bff660bfd321804	existing_challenge	0	seq_0f34bd336e96c373698fd6004b413a7d1ab653c32eb83aae3bff660bfd321804	142	1	1
983	seq_d7448c79282cc21ee972c866cc8d932c9ba7716d570e81c41d077ad49aabb035	seq_d7448c79282cc21ee972c866cc8d932c9ba7716d570e81c41d077ad49aabb035	existing_challenge	0	seq_d7448c79282cc21ee972c866cc8d932c9ba7716d570e81c41d077ad49aabb035	174	1	1
984	seq_74fd8acfad6b7239c8c29429850c6f92413c2a5123e3405359ce2784720d1afa	seq_74fd8acfad6b7239c8c29429850c6f92413c2a5123e3405359ce2784720d1afa	existing_challenge	0	seq_74fd8acfad6b7239c8c29429850c6f92413c2a5123e3405359ce2784720d1afa	194	1	1
985	seq_9de3038f5522df6d4e81fc19ef99b9da4c9cad2706b3943f3cd9b529810bc601	seq_9de3038f5522df6d4e81fc19ef99b9da4c9cad2706b3943f3cd9b529810bc601	existing_challenge	0	seq_9de3038f5522df6d4e81fc19ef99b9da4c9cad2706b3943f3cd9b529810bc601	243	1	1
986	seq_3f2c7c86ea403959f388cda524fe684dac333f0d41fe25e212399dd6c9852218	seq_3f2c7c86ea403959f388cda524fe684dac333f0d41fe25e212399dd6c9852218	existing_challenge	0	seq_3f2c7c86ea403959f388cda524fe684dac333f0d41fe25e212399dd6c9852218	376	1	1
987	seq_1bd7452419ef2960198e2ea9d9b3e56bb25f7e467af518d119cffb1614cfb2aa	seq_1bd7452419ef2960198e2ea9d9b3e56bb25f7e467af518d119cffb1614cfb2aa	existing_challenge	0	seq_1bd7452419ef2960198e2ea9d9b3e56bb25f7e467af518d119cffb1614cfb2aa	147	1	1
988	seq_c118d3be5d9e04a535d5b3c94e49971708a1c0e0d5657c8e0dcd80aca38096df	seq_c118d3be5d9e04a535d5b3c94e49971708a1c0e0d5657c8e0dcd80aca38096df	existing_challenge	0	seq_c118d3be5d9e04a535d5b3c94e49971708a1c0e0d5657c8e0dcd80aca38096df	127	1	1
989	seq_50b5261d7c3695446a7c1bea1fd19085c13ea247811f4cbedd4b197f0eb2a9ed	seq_50b5261d7c3695446a7c1bea1fd19085c13ea247811f4cbedd4b197f0eb2a9ed	existing_challenge	0	seq_50b5261d7c3695446a7c1bea1fd19085c13ea247811f4cbedd4b197f0eb2a9ed	359	1	1
990	seq_c3141e9ab908a607cf29c4fe1e295fd113d6c727fcadb7be70525e0b8817a5c1	seq_c3141e9ab908a607cf29c4fe1e295fd113d6c727fcadb7be70525e0b8817a5c1	existing_challenge	0	seq_c3141e9ab908a607cf29c4fe1e295fd113d6c727fcadb7be70525e0b8817a5c1	399	1	1
991	seq_a59cc46859f4059fa701c2ec5aa6a49aa4f7b8b2f95d67cfe7f1ec22767b3046	seq_a59cc46859f4059fa701c2ec5aa6a49aa4f7b8b2f95d67cfe7f1ec22767b3046	existing_challenge	0	seq_a59cc46859f4059fa701c2ec5aa6a49aa4f7b8b2f95d67cfe7f1ec22767b3046	1091	1	1
992	seq_9c34e8296ea8baf21a44781c5a16fb1c60aa26210602e47ed109216789f913f9	seq_9c34e8296ea8baf21a44781c5a16fb1c60aa26210602e47ed109216789f913f9	existing_challenge	0	seq_9c34e8296ea8baf21a44781c5a16fb1c60aa26210602e47ed109216789f913f9	136	1	1
993	seq_dc01b583386e5ad6a90e0682c183c9698877bd348fc896456ad0d9a83a13f9f1	seq_dc01b583386e5ad6a90e0682c183c9698877bd348fc896456ad0d9a83a13f9f1	existing_challenge	0	seq_dc01b583386e5ad6a90e0682c183c9698877bd348fc896456ad0d9a83a13f9f1	333	1	1
994	seq_9acefee54dc39778c40b078db046d63103b64071c8861f48e04147898f43ce66	seq_9acefee54dc39778c40b078db046d63103b64071c8861f48e04147898f43ce66	existing_challenge	0	seq_9acefee54dc39778c40b078db046d63103b64071c8861f48e04147898f43ce66	97	1	1
995	seq_a2cd9385ced287e3fdafb8d8881ac76eb0b5cfca00267d27220926ae5615bc9a	seq_a2cd9385ced287e3fdafb8d8881ac76eb0b5cfca00267d27220926ae5615bc9a	existing_challenge	0	seq_a2cd9385ced287e3fdafb8d8881ac76eb0b5cfca00267d27220926ae5615bc9a	247	1	1
996	seq_89fb446a73e305968e0012e5da2454b02049f2b4b5b957a0e841ba91651d76a3	seq_89fb446a73e305968e0012e5da2454b02049f2b4b5b957a0e841ba91651d76a3	existing_challenge	0	seq_89fb446a73e305968e0012e5da2454b02049f2b4b5b957a0e841ba91651d76a3	445	1	1
997	seq_adf3669f54741aa58e11055d0b12b81a2f6b5a53e784e53b71a3d0f31ed0ef28	seq_adf3669f54741aa58e11055d0b12b81a2f6b5a53e784e53b71a3d0f31ed0ef28	existing_challenge	0	seq_adf3669f54741aa58e11055d0b12b81a2f6b5a53e784e53b71a3d0f31ed0ef28	395	1	1
998	seq_00a3940c337f0922dee6ba553974f6a7bb7aa0c7a5239c9330703d01595fbddc	seq_00a3940c337f0922dee6ba553974f6a7bb7aa0c7a5239c9330703d01595fbddc	existing_challenge	0	seq_00a3940c337f0922dee6ba553974f6a7bb7aa0c7a5239c9330703d01595fbddc	700	1	1
