clean_id	label	fold	homology_group	ESMCHalo	DeepSaltPro
HPCLAS_TRAIN_P_001632	1	2	HPCLAS_TRAIN_P_001632	0.1960661113262176	-0.1697505131996126
HPCLAS_TRAIN_P_001633	1	0	HPCLAS_TRAIN_P_001633	-0.8789123892784119	-0.492112971862612
HPCLAS_TRAIN_P_001634	1	4	HPCLAS_TRAIN_P_001634	3.2988972663879395	3.858718541376652
HPCLAS_TRAIN_P_001636	1	2	HPCLAS_TRAIN_P_001636	3.6115293502807617	2.707904743236768
HPCLAS_TRAIN_P_001638	1	1	HPCLAS_TRAIN_P_001638	3.407162666320801	2.917817350335408
HPCLAS_TRAIN_P_001639	1	0	HPCLAS_TRAIN_P_001639	0.2285916805267334	-1.027708576893999
HPCLAS_TRAIN_P_001641	1	2	HPCLAS_TRAIN_P_001641	3.593722343444824	2.678295139538513
HPCLAS_TRAIN_P_001642	1	2	HPCLAS_TRAIN_P_001642	2.082211971282959	1.5131701423992872
HPCLAS_TRAIN_P_001643	1	3	HPCLAS_TRAIN_P_001643	3.362656593322754	4.190917161786431
HPCLAS_TRAIN_P_001644	1	2	HPCLAS_TRAIN_P_001644	3.5316483974456787	2.185319803519829
HPCLAS_TRAIN_P_001645	1	4	HPCLAS_TRAIN_P_001645	2.097978353500366	2.283559820464484
HPCLAS_TRAIN_P_001646	1	3	HPCLAS_TRAIN_P_001646	0.8375570774078369	-0.3483778993197314
HPCLAS_TRAIN_P_001647	1	3	HPCLAS_TRAIN_N_001032	0.1411918997764587	-0.5054022469327949
HPCLAS_TRAIN_P_001648	1	0	HPCLAS_TRAIN_P_001648	0.8905675411224365	-0.6833752159931588
HPCLAS_TRAIN_P_001649	1	4	HPCLAS_TRAIN_P_001649	2.9154789447784424	3.321253390015482
HPCLAS_TRAIN_P_001652	1	0	HPCLAS_TRAIN_P_001652	1.4960299730300903	1.6789262112962822
HPCLAS_TRAIN_P_001653	1	1	HPCLAS_TRAIN_P_001653	3.2865140438079834	1.989494367992272
HPCLAS_TRAIN_P_001654	1	2	HPCLAS_TRAIN_P_001654	3.301380157470703	3.047610451758988
HPCLAS_TRAIN_P_001655	1	4	HPCLAS_TRAIN_P_001655	2.2148308753967285	2.0120014742974206
HPCLAS_TRAIN_P_001656	1	2	HPCLAS_TRAIN_P_001656	3.50640869140625	2.037916294421547
HPCLAS_TRAIN_P_001657	1	1	HPCLAS_TRAIN_P_001657	3.604735136032105	2.7201985182169253
HPCLAS_TRAIN_P_001658	1	3	HPCLAS_TRAIN_P_001658	3.63197660446167	3.46453065856733
HPCLAS_TRAIN_P_001660	1	2	HPCLAS_TRAIN_P_001660	3.2164416313171387	1.818537482153337
HPCLAS_TRAIN_P_001661	1	0	HPCLAS_TRAIN_P_001661	3.144559383392334	3.397141096956358
HPCLAS_TRAIN_P_001662	1	3	HPCLAS_TRAIN_P_001662	3.183998346328736	4.366839793595999
HPCLAS_TRAIN_P_001663	1	0	HPCLAS_TRAIN_P_001663	1.9104844331741333	1.7043224044087957
HPCLAS_TRAIN_P_001664	1	0	HPCLAS_TRAIN_P_001664	0.0432025492191314	0.573998921215474
HPCLAS_TRAIN_P_001665	1	1	HPCLAS_TRAIN_P_001665	0.0891393423080444	-0.7044512248491754
HPCLAS_TRAIN_P_001666	1	4	HPCLAS_TRAIN_P_001666	3.189624786376953	3.545440156010061
HPCLAS_TRAIN_P_001667	1	1	HPCLAS_TRAIN_P_001667	3.381054162979126	3.039258122781458
HPCLAS_TRAIN_P_001668	1	1	HPCLAS_TRAIN_P_001668	4.18718957901001	3.2414519622721643
HPCLAS_TRAIN_P_001669	1	4	HPCLAS_TRAIN_P_001669	0.720619797706604	-0.2364506558580393
HPCLAS_TRAIN_P_001670	1	4	HPCLAS_TRAIN_P_001670	3.3567442893981934	4.280608244873437
HPCLAS_TRAIN_P_001671	1	3	HPCLAS_TRAIN_P_001671	2.922841787338257	3.152349108796601
HPCLAS_TRAIN_P_001673	1	1	HPCLAS_TRAIN_P_001673	3.785961151123047	3.0048542067113053
HPCLAS_TRAIN_P_001674	1	0	HPCLAS_TRAIN_P_001674	1.759747862815857	2.8415145760494367
HPCLAS_TRAIN_P_001675	1	4	HPCLAS_TRAIN_P_001675	0.3553637564182281	0.4730894879785335
HPCLAS_TRAIN_P_001676	1	3	HPCLAS_TRAIN_P_001676	3.906640529632568	3.709636664208224
HPCLAS_TRAIN_P_001677	1	4	HPCLAS_TRAIN_P_001677	1.8345595598220823	2.325129159503239
HPCLAS_TRAIN_P_001678	1	4	HPCLAS_TRAIN_P_001678	1.8228774070739744	0.4402441126592322
HPCLAS_TRAIN_P_001681	1	4	HPCLAS_TRAIN_P_001681	2.6079764366149902	3.4767758174191674
HPCLAS_TRAIN_P_001683	1	2	HPCLAS_TRAIN_P_001683	1.9079999923706052	-0.0172224725410602
HPCLAS_TRAIN_P_001684	1	4	HPCLAS_TRAIN_P_001684	2.73699164390564	3.0258000776450675
HPCLAS_TRAIN_P_001685	1	3	HPCLAS_TRAIN_P_001685	3.611978530883789	2.98173352715508
HPCLAS_TRAIN_P_001687	1	1	HPCLAS_TRAIN_P_001687	3.3642618656158447	3.49092966390995
HPCLAS_TRAIN_P_001689	1	0	HPCLAS_TRAIN_P_001689	3.543798923492432	3.5451625038025227
HPCLAS_TRAIN_P_001690	1	4	HPCLAS_TRAIN_P_001690	3.675177335739136	4.848602734891298
HPCLAS_TRAIN_P_001691	1	4	HPCLAS_TRAIN_P_001691	1.9732213020324707	2.4722405979648534
HPCLAS_TRAIN_P_001692	1	3	HPCLAS_TRAIN_P_001692	1.627041220664978	2.178526937091893
HPCLAS_TRAIN_P_001693	1	3	HPCLAS_TRAIN_P_001693	3.545361042022705	4.344146980786065
HPCLAS_TRAIN_P_001694	1	1	HPCLAS_TRAIN_P_001694	3.162144899368286	2.206069089667816
HPCLAS_TRAIN_P_001695	1	1	HPCLAS_TRAIN_P_001695	3.5282161235809326	2.146909232192871
HPCLAS_TRAIN_P_001696	1	2	HPCLAS_TRAIN_P_001696	3.3837246894836426	1.7649506373548145
HPCLAS_TRAIN_P_001697	1	3	HPCLAS_TRAIN_P_001697	3.862303495407105	4.097147807548324
HPCLAS_TRAIN_P_001698	1	4	HPCLAS_TRAIN_P_001698	2.287931442260742	0.4781939528038558
HPCLAS_TRAIN_P_001699	1	3	HPCLAS_TRAIN_P_001699	2.427680730819702	5.408262508897226
HPCLAS_TRAIN_P_001700	1	2	HPCLAS_TRAIN_P_001700	3.796926736831665	2.17531506424545
HPCLAS_TRAIN_P_001701	1	3	HPCLAS_TRAIN_P_001701	3.491562366485596	2.91312016614125
HPCLAS_TRAIN_P_001703	1	3	HPCLAS_TRAIN_P_001703	1.397067666053772	2.359660401610536
HPCLAS_TRAIN_P_001705	1	4	HPCLAS_TRAIN_P_001705	3.3838555812835693	4.737532709940159
HPCLAS_TRAIN_P_001706	1	0	HPCLAS_TRAIN_P_001706	2.869220733642578	2.3843068884119543
HPCLAS_TRAIN_P_001707	1	3	HPCLAS_TRAIN_P_001707	3.2988643646240234	3.320950401128275
HPCLAS_TRAIN_P_001708	1	4	HPCLAS_TRAIN_N_004968	1.9362815618515012	1.9630261858354008
HPCLAS_TRAIN_P_001709	1	4	HPCLAS_TRAIN_P_001709	3.0151355266571045	3.270779059069286
HPCLAS_TRAIN_P_001711	1	4	HPCLAS_TRAIN_P_001711	-1.9415067434310915	-0.5810881665267388
HPCLAS_TRAIN_P_001712	1	2	HPCLAS_TRAIN_P_001712	3.4760165214538574	2.372550435841718
HPCLAS_TRAIN_P_001713	1	0	HPCLAS_TRAIN_P_001713	1.978520512580872	0.8599325098072298
HPCLAS_TRAIN_P_001714	1	0	HPCLAS_TRAIN_P_001714	2.4004485607147217	2.515421819338114
HPCLAS_TRAIN_P_001715	1	3	HPCLAS_TRAIN_P_001715	3.3553082942962646	4.737968998640088
HPCLAS_TRAIN_P_001716	1	0	HPCLAS_TRAIN_P_001716	2.117316722869873	1.4364146119521082
HPCLAS_TRAIN_P_001717	1	2	HPCLAS_TRAIN_P_001717	3.230253219604492	2.173021154125728
HPCLAS_TRAIN_P_001719	1	0	HPCLAS_TRAIN_P_001719	2.718107223510742	3.4290195016428324
HPCLAS_TRAIN_P_001720	1	1	HPCLAS_TRAIN_P_001720	1.2714518308639526	-0.1490366461246089
HPCLAS_TRAIN_P_001721	1	3	HPCLAS_TRAIN_P_001721	2.271665573120117	2.114302208717499
HPCLAS_TRAIN_P_001722	1	2	HPCLAS_TRAIN_P_001722	2.85612154006958	1.891138426177917
HPCLAS_TRAIN_P_001723	1	2	HPCLAS_TRAIN_P_001723	3.013633728027344	1.8981275195376848
HPCLAS_TRAIN_P_001724	1	3	HPCLAS_TRAIN_P_001724	1.678686261177063	4.11354132698628
HPCLAS_TRAIN_P_001726	1	3	HPCLAS_TRAIN_P_001726	3.1595420837402344	3.943072669679693
HPCLAS_TRAIN_P_001727	1	4	HPCLAS_TRAIN_P_001727	1.8645380735397337	2.948116454113947
HPCLAS_TRAIN_P_001728	1	0	HPCLAS_TRAIN_P_001728	2.226181030273437	2.537824974195554
HPCLAS_TRAIN_P_001729	1	0	HPCLAS_TRAIN_P_001729	2.7782142162323	2.642395821955154
HPCLAS_TRAIN_P_001730	1	1	HPCLAS_TRAIN_P_001730	0.6186271905899048	-0.3621386210002948
HPCLAS_TRAIN_P_001731	1	4	HPCLAS_TRAIN_P_001731	2.792135715484619	2.4968719475883296
HPCLAS_TRAIN_P_001732	1	1	HPCLAS_TRAIN_P_001732	3.9386022090911865	2.88861513971628
HPCLAS_TRAIN_P_001733	1	2	HPCLAS_TRAIN_P_001733	2.986646175384521	2.4657250575099385
HPCLAS_TRAIN_P_001734	1	1	HPCLAS_TRAIN_P_001734	3.103360414505005	2.175630088605252
HPCLAS_TRAIN_P_001736	1	0	HPCLAS_TRAIN_P_001736	2.641007423400879	2.9286315565616747
HPCLAS_TRAIN_P_001737	1	4	HPCLAS_TRAIN_P_001737	3.342545986175537	4.185754901275005
HPCLAS_TRAIN_P_001738	1	4	HPCLAS_TRAIN_P_001738	1.0618520975112915	1.7777836326397378
HPCLAS_TRAIN_P_001739	1	1	HPCLAS_TRAIN_P_001739	3.0779776573181152	2.018918252785431
HPCLAS_TRAIN_P_001740	1	0	HPCLAS_TRAIN_P_001740	2.8268885612487797	2.163805227849068
HPCLAS_TRAIN_P_001741	1	1	HPCLAS_TRAIN_P_001741	3.1696770191192627	2.419354581527584
HPCLAS_TRAIN_P_001742	1	0	HPCLAS_TRAIN_P_001742	-1.8012679815292358	-0.3305930426673923
HPCLAS_TRAIN_P_001743	1	2	HPCLAS_TRAIN_P_001743	2.9135937690734863	1.8445115083686645
HPCLAS_TRAIN_P_001744	1	4	HPCLAS_TRAIN_N_000776	1.7054919004440308	1.4326559942487205
HPCLAS_TRAIN_P_001745	1	0	HPCLAS_TRAIN_P_001745	2.2799673080444336	2.56142169862744
HPCLAS_TRAIN_P_001747	1	0	HPCLAS_TRAIN_P_001747	1.93511974811554	2.96270290358962
HPCLAS_TRAIN_P_001748	1	0	HPCLAS_TRAIN_P_001748	2.4675493240356445	3.5567986123781505
HPCLAS_TRAIN_P_001750	1	4	HPCLAS_TRAIN_P_001750	3.135741233825684	3.219297430945573
HPCLAS_TRAIN_P_001751	1	3	HPCLAS_TRAIN_P_001751	3.194709300994873	3.661783934123027
HPCLAS_TRAIN_P_001752	1	0	HPCLAS_TRAIN_P_001752	0.5385690927505493	0.858904862575732
HPCLAS_TRAIN_P_001753	1	4	HPCLAS_TRAIN_P_001753	3.272782802581787	3.280703237329593
HPCLAS_TRAIN_P_001754	1	3	HPCLAS_TRAIN_P_001754	2.579086780548096	3.109582756712586
HPCLAS_TRAIN_P_001755	1	3	HPCLAS_TRAIN_P_001755	3.629361152648926	4.892637916591666
HPCLAS_TRAIN_P_001757	1	1	HPCLAS_TRAIN_P_001757	3.846374750137329	2.878515900049788
HPCLAS_TRAIN_P_001758	1	4	HPCLAS_TRAIN_P_001758	2.877591609954834	3.787211539046036
HPCLAS_TRAIN_P_001759	1	4	HPCLAS_TRAIN_P_001759	2.1936135292053223	1.2838605323572692
HPCLAS_TRAIN_P_001760	1	3	HPCLAS_TRAIN_P_001760	3.330993175506592	2.0560050373239998
HPCLAS_TRAIN_P_001762	1	0	HPCLAS_TRAIN_P_001762	3.23685884475708	3.416798317458544
HPCLAS_TRAIN_P_001763	1	4	HPCLAS_TRAIN_P_001763	2.343290090560913	2.5565579173783948
HPCLAS_TRAIN_P_001764	1	4	HPCLAS_TRAIN_P_001764	3.3727922439575195	3.7544361598785367
HPCLAS_TRAIN_P_001767	1	0	HPCLAS_TRAIN_P_001767	2.580139636993408	2.850950859454437
HPCLAS_TRAIN_P_001769	1	0	HPCLAS_TRAIN_P_001769	2.765148401260376	3.5301642148635963
HPCLAS_TRAIN_P_001770	1	3	HPCLAS_TRAIN_P_001770	3.093595504760742	4.619701983233156
HPCLAS_TRAIN_P_001772	1	3	HPCLAS_TRAIN_P_001772	3.639720678329468	5.169026505115009
HPCLAS_TRAIN_P_001773	1	1	HPCLAS_TRAIN_P_001773	0.9003088474273682	0.6109954691125005
HPCLAS_TRAIN_P_001774	1	1	HPCLAS_TRAIN_P_001774	0.5747307538986206	-1.414613397315222
HPCLAS_TRAIN_P_001775	1	3	HPCLAS_TRAIN_P_001775	2.69368839263916	2.324702389194885
HPCLAS_TRAIN_P_001776	1	1	HPCLAS_TRAIN_P_001776	3.197584390640259	2.6809227414539256
HPCLAS_TRAIN_P_001777	1	1	HPCLAS_TRAIN_P_001777	4.501154899597168	2.635095490238537
HPCLAS_TRAIN_P_001778	1	1	HPCLAS_TRAIN_P_001778	4.0445237159729	2.8447774490615845
HPCLAS_TRAIN_P_001779	1	0	HPCLAS_TRAIN_P_001779	3.192323684692383	3.749899903762577
HPCLAS_TRAIN_P_001780	1	2	HPCLAS_TRAIN_P_001780	3.855403661727905	1.9021593345911048
HPCLAS_TRAIN_P_001781	1	3	HPCLAS_TRAIN_P_001781	3.2361748218536377	3.4663577645745
HPCLAS_TRAIN_P_001783	1	3	HPCLAS_TRAIN_P_001783	2.719815731048584	3.404131310587565
HPCLAS_TRAIN_P_001784	1	1	HPCLAS_TRAIN_P_001784	3.1014976501464844	2.177196620056832
HPCLAS_TRAIN_P_001786	1	3	HPCLAS_TRAIN_P_001786	3.837347030639648	4.338120356781381
HPCLAS_TRAIN_P_001787	1	4	HPCLAS_TRAIN_P_001787	3.4296913146972656	3.115376443255814
HPCLAS_TRAIN_P_001788	1	1	HPCLAS_TRAIN_P_001788	2.1306910514831543	1.6331558183780426
HPCLAS_TRAIN_P_001789	1	4	HPCLAS_TRAIN_P_001789	3.214301586151123	3.871165720588424
HPCLAS_TRAIN_P_001790	1	3	HPCLAS_TRAIN_P_001790	3.31702184677124	3.1655755747354024
HPCLAS_TRAIN_P_001792	1	0	HPCLAS_TRAIN_P_001792	2.9068033695220947	3.265231731269761
HPCLAS_TRAIN_P_001793	1	3	HPCLAS_TRAIN_P_001793	3.0205531120300293	3.5319113952819485
HPCLAS_TRAIN_P_001794	1	3	HPCLAS_TRAIN_P_001794	1.7326322793960571	1.868466461437954
HPCLAS_TRAIN_P_001795	1	0	HPCLAS_TRAIN_P_001795	2.087845802307129	2.195168319579172
HPCLAS_TRAIN_P_001796	1	4	HPCLAS_TRAIN_P_001796	1.8394463062286377	1.8607423044649567
HPCLAS_TRAIN_P_001797	1	2	HPCLAS_TRAIN_P_001797	1.6366420984268188	1.8376248515685931
HPCLAS_TRAIN_P_001798	1	1	HPCLAS_TRAIN_P_001798	2.294848680496216	0.6640833189438528
HPCLAS_TRAIN_P_001799	1	4	HPCLAS_TRAIN_P_001799	2.2528085708618164	2.3683031547406888
HPCLAS_TRAIN_P_001800	1	2	HPCLAS_TRAIN_P_001800	3.01291561126709	1.218585484196811
HPCLAS_TRAIN_P_001801	1	1	HPCLAS_TRAIN_P_001801	3.0594494342803955	1.866514625947055
HPCLAS_TRAIN_P_001802	1	3	HPCLAS_TRAIN_P_001802	3.0338058471679688	2.607844186458432
HPCLAS_TRAIN_P_001803	1	0	HPCLAS_TRAIN_P_001803	1.8046787977218628	1.3796116259427194
HPCLAS_TRAIN_P_001804	1	0	HPCLAS_TRAIN_P_001804	3.421382427215576	3.586118037530964
HPCLAS_TRAIN_P_001805	1	1	HPCLAS_TRAIN_P_001805	3.684413194656372	2.7174864461296364
HPCLAS_TRAIN_P_001806	1	2	HPCLAS_TRAIN_P_001806	2.6002025604248047	2.001242239809138
HPCLAS_TRAIN_P_001807	1	1	HPCLAS_TRAIN_P_001807	1.0678142309188845	2.1079694039083865
HPCLAS_TRAIN_P_001808	1	3	HPCLAS_TRAIN_P_001808	2.595583200454712	2.7270820294325917
HPCLAS_TRAIN_P_001810	1	2	HPCLAS_TRAIN_P_001810	3.008408546447754	1.2553837854545502
HPCLAS_TRAIN_P_001811	1	1	HPCLAS_TRAIN_P_001811	3.508197784423828	2.727642788516708
HPCLAS_TRAIN_P_001813	1	2	HPCLAS_TRAIN_P_001813	3.3670814037323	2.6270207206666747
HPCLAS_TRAIN_P_001814	1	0	HPCLAS_TRAIN_P_001814	1.848271369934082	1.198031481262538
HPCLAS_TRAIN_P_001815	1	0	HPCLAS_TRAIN_P_001815	2.4937710762023926	2.617296380143876
HPCLAS_TRAIN_P_001816	1	2	HPCLAS_TRAIN_P_001816	3.5231075286865234	3.0378863211864298
HPCLAS_TRAIN_P_001818	1	2	HPCLAS_TRAIN_P_001818	2.864856719970703	1.4691357871442006
HPCLAS_TRAIN_P_001819	1	2	HPCLAS_TRAIN_P_001819	3.4960036277771	2.263312254425688
HPCLAS_TRAIN_P_001820	1	2	HPCLAS_TRAIN_P_001820	1.5986591577529907	1.8908234974727405
HPCLAS_TRAIN_P_001823	1	4	HPCLAS_TRAIN_N_002751	1.2086418867111206	-0.4612977350397963
HPCLAS_TRAIN_P_001825	1	0	HPCLAS_TRAIN_P_001825	3.340057611465454	3.499218129131501
HPCLAS_TRAIN_P_001826	1	0	HPCLAS_TRAIN_P_001826	2.779891967773437	3.337104337307047
HPCLAS_TRAIN_P_001827	1	3	HPCLAS_TRAIN_P_001827	-0.8522220849990845	1.9453925406180723
HPCLAS_TRAIN_P_001829	1	4	HPCLAS_TRAIN_P_001829	1.1576356887817385	0.8245219324245776
HPCLAS_TRAIN_P_001830	1	0	HPCLAS_TRAIN_P_001830	1.4146112203598022	0.872360414853648
HPCLAS_TRAIN_P_001831	1	4	HPCLAS_TRAIN_P_001831	2.757108688354492	3.4046273028171803
HPCLAS_TRAIN_P_001832	1	1	HPCLAS_TRAIN_P_001832	1.3777450323104858	1.3222764477886704
HPCLAS_TRAIN_P_001833	1	3	HPCLAS_TRAIN_P_001833	3.806506633758545	5.09316122377279
HPCLAS_TRAIN_P_001834	1	3	HPCLAS_TRAIN_P_001834	2.604032039642334	2.841448202119491
HPCLAS_TRAIN_P_001835	1	4	HPCLAS_TRAIN_P_001835	-0.142670452594757	0.6675008379178023
HPCLAS_TRAIN_P_001836	1	2	HPCLAS_TRAIN_P_001836	3.0594253540039062	1.84783398751842
HPCLAS_TRAIN_P_001837	1	1	HPCLAS_TRAIN_P_001837	2.673728704452514	2.18192367871302
HPCLAS_TRAIN_P_001838	1	3	HPCLAS_TRAIN_P_002877	3.420041799545288	3.013786172543133
HPCLAS_TRAIN_P_001839	1	1	HPCLAS_TRAIN_P_001839	-0.3798000812530517	0.3306470637354952
HPCLAS_TRAIN_P_001840	1	0	HPCLAS_TRAIN_P_001840	2.691371440887451	2.893989363807336
HPCLAS_TRAIN_P_001841	1	0	HPCLAS_TRAIN_P_001841	3.22495698928833	2.5615435531293067
HPCLAS_TRAIN_P_001842	1	3	HPCLAS_TRAIN_P_001842	3.806250810623169	3.76218912126472
HPCLAS_TRAIN_P_001843	1	1	HPCLAS_TRAIN_P_001843	1.3890479803085327	1.833650474892818
HPCLAS_TRAIN_P_001844	1	1	HPCLAS_TRAIN_P_001844	3.2507312297821045	2.9743854325511463
HPCLAS_TRAIN_P_001845	1	2	HPCLAS_TRAIN_P_001845	4.289075374603272	2.174921394852713
HPCLAS_TRAIN_P_001846	1	4	HPCLAS_TRAIN_P_001846	1.397928237915039	-0.5354748239474597
HPCLAS_TRAIN_P_001847	1	0	HPCLAS_TRAIN_P_001847	1.6762588024139404	1.2085436752650351
HPCLAS_TRAIN_P_001848	1	0	HPCLAS_TRAIN_P_001848	4.146189689636231	3.872024709815224
HPCLAS_TRAIN_P_001849	1	0	HPCLAS_TRAIN_P_001849	2.5231738090515137	2.516863901441052
HPCLAS_TRAIN_P_001850	1	4	HPCLAS_TRAIN_P_001850	3.582303047180176	3.4735567131508565
HPCLAS_TRAIN_P_001851	1	2	HPCLAS_TRAIN_P_001851	2.3919708728790283	1.3579939074808502
HPCLAS_TRAIN_P_001852	1	4	HPCLAS_TRAIN_P_001852	0.4064944088459015	0.2074352336331976
HPCLAS_TRAIN_P_001853	1	2	HPCLAS_TRAIN_P_001853	0.207700029015541	0.0687595778578025
HPCLAS_TRAIN_P_001854	1	3	HPCLAS_TRAIN_P_001854	2.635239601135254	1.4311301697761931
HPCLAS_TRAIN_P_001855	1	0	HPCLAS_TRAIN_P_001855	3.087019205093384	2.9242915385151758
HPCLAS_TRAIN_P_001858	1	2	HPCLAS_TRAIN_P_001858	2.789337635040283	1.852408371824954
HPCLAS_TRAIN_P_001860	1	3	HPCLAS_TRAIN_P_001860	3.84714937210083	4.499475243629413
HPCLAS_TRAIN_P_001861	1	1	HPCLAS_TRAIN_P_001861	4.029375076293945	2.758174553630899
HPCLAS_TRAIN_P_001862	1	2	HPCLAS_TRAIN_P_001862	4.102609634399414	3.280220376435531
HPCLAS_TRAIN_P_001863	1	1	HPCLAS_TRAIN_P_001863	3.799714803695679	2.8846905577000217
HPCLAS_TRAIN_P_001865	1	4	HPCLAS_TRAIN_P_001865	2.6828505992889404	3.093856861830748
HPCLAS_TRAIN_P_001866	1	4	HPCLAS_TRAIN_P_001866	2.8237266540527344	1.7585265039916187
HPCLAS_TRAIN_P_001867	1	0	HPCLAS_TRAIN_P_001867	3.561889410018921	3.3755173470942843
HPCLAS_TRAIN_P_001868	1	3	HPCLAS_TRAIN_P_001868	3.487537384033203	3.1741858592236385
HPCLAS_TRAIN_P_001870	1	4	HPCLAS_TRAIN_P_001870	2.758764266967773	2.961284011433058
HPCLAS_TRAIN_P_001871	1	1	HPCLAS_TRAIN_P_001871	1.2437689304351809	0.6658232436168543
HPCLAS_TRAIN_P_001873	1	1	HPCLAS_TRAIN_P_001873	1.7089366912841797	0.907212735926044
HPCLAS_TRAIN_P_001874	1	1	HPCLAS_TRAIN_P_001874	2.414584159851074	2.2571835075264186
HPCLAS_TRAIN_P_001877	1	1	HPCLAS_TRAIN_P_001877	4.016348361968994	2.746970532925714
HPCLAS_TRAIN_P_001878	1	0	HPCLAS_TRAIN_P_001878	2.2017040252685547	1.7758634180133164
HPCLAS_TRAIN_P_001879	1	4	HPCLAS_TRAIN_P_001879	2.405059576034546	2.16825298757803
HPCLAS_TRAIN_P_001880	1	1	HPCLAS_TRAIN_P_001880	1.5125837326049805	0.4008891609209375
HPCLAS_TRAIN_P_001881	1	1	HPCLAS_TRAIN_P_001881	3.466879606246948	2.930497465207289
HPCLAS_TRAIN_P_001882	1	2	HPCLAS_TRAIN_P_001882	3.374896049499512	2.2835740225053307
HPCLAS_TRAIN_P_001883	1	2	HPCLAS_TRAIN_P_001883	3.063620090484619	2.480444332026553
HPCLAS_TRAIN_P_001884	1	0	HPCLAS_TRAIN_P_001884	2.490285873413086	2.9673368099660986
HPCLAS_TRAIN_P_001885	1	2	HPCLAS_TRAIN_P_001885	1.310661792755127	1.015268090765064
HPCLAS_TRAIN_P_001886	1	1	HPCLAS_TRAIN_P_001886	-0.686179518699646	-0.8611222686258178
HPCLAS_TRAIN_P_001887	1	0	HPCLAS_TRAIN_P_001887	2.2235536575317383	1.744129524724456
HPCLAS_TRAIN_P_001888	1	4	HPCLAS_TRAIN_P_001888	3.6486313343048096	2.865273832091877
HPCLAS_TRAIN_P_001889	1	3	HPCLAS_TRAIN_P_001889	0.8784364461898804	0.4186783099530357
HPCLAS_TRAIN_P_001890	1	4	HPCLAS_TRAIN_P_001890	3.464944362640381	4.267810093674097
HPCLAS_TRAIN_P_001891	1	2	HPCLAS_TRAIN_P_001891	3.638798236846924	2.474392698860012
HPCLAS_TRAIN_P_001892	1	4	HPCLAS_TRAIN_P_001892	1.039028286933899	0.9109915072326468
HPCLAS_TRAIN_P_001893	1	0	HPCLAS_TRAIN_P_001893	2.5781073570251465	2.7072966653882986
HPCLAS_TRAIN_P_001894	1	1	HPCLAS_TRAIN_N_005096	1.5288004875183103	0.4626839051140589
HPCLAS_TRAIN_P_001895	1	4	HPCLAS_TRAIN_P_001895	2.937067031860352	3.760629641126311
HPCLAS_TRAIN_P_001897	1	2	HPCLAS_TRAIN_P_001897	3.5685698986053467	2.828106789319521
HPCLAS_TRAIN_P_001898	1	0	HPCLAS_TRAIN_P_001898	3.670651912689209	3.519427474353501
HPCLAS_TRAIN_P_001900	1	2	HPCLAS_TRAIN_P_001900	4.763801097869873	2.8524128588022744
HPCLAS_TRAIN_P_001901	1	2	HPCLAS_TRAIN_P_001901	2.612117290496826	0.4348535784770652
HPCLAS_TRAIN_P_001902	1	1	HPCLAS_TRAIN_P_001902	0.4028339385986328	-0.0579874824364185
HPCLAS_TRAIN_P_001903	1	0	HPCLAS_TRAIN_P_001903	3.2752490043640137	2.588592683028617
HPCLAS_TRAIN_P_001904	1	0	HPCLAS_TRAIN_P_001904	4.230169773101807	3.857967582029866
HPCLAS_TRAIN_P_001905	1	2	HPCLAS_TRAIN_P_001905	2.071263313293457	1.308603442551692
HPCLAS_TRAIN_P_001906	1	3	HPCLAS_TRAIN_P_001906	3.2590246200561523	3.580296782068653
HPCLAS_TRAIN_P_001907	1	2	HPCLAS_TRAIN_P_001907	2.8207812309265137	2.3659681508154424
HPCLAS_TRAIN_P_001909	1	4	HPCLAS_TRAIN_P_001909	3.384136199951172	3.3419585348581324
HPCLAS_TRAIN_P_001910	1	3	HPCLAS_TRAIN_P_001910	0.905046820640564	3.5563765672829857
HPCLAS_TRAIN_P_001911	1	0	HPCLAS_TRAIN_P_001911	3.5525193214416504	3.4760197934167056
HPCLAS_TRAIN_P_001914	1	1	HPCLAS_TRAIN_P_001914	2.881101369857788	1.9834775902015465
HPCLAS_TRAIN_P_001915	1	2	HPCLAS_TRAIN_P_001915	1.5228160619735718	0.2336456578189097
HPCLAS_TRAIN_P_001916	1	2	HPCLAS_TRAIN_P_001916	2.812508106231689	1.921562804801905
HPCLAS_TRAIN_P_001917	1	0	HPCLAS_TRAIN_P_001917	2.937386989593506	3.0200400657628217
HPCLAS_TRAIN_P_001918	1	0	HPCLAS_TRAIN_P_001918	3.002854824066162	3.336286351845607
HPCLAS_TRAIN_P_001919	1	4	HPCLAS_TRAIN_P_001919	3.748774290084839	3.223920177508587
HPCLAS_TRAIN_P_001920	1	4	HPCLAS_TRAIN_P_001920	2.9783530235290527	2.6363630053299403
HPCLAS_TRAIN_P_001922	1	0	HPCLAS_TRAIN_P_001922	2.153787612915039	1.305074246366668
HPCLAS_TRAIN_P_001923	1	4	HPCLAS_TRAIN_P_001923	2.386115074157715	3.401603223273439
HPCLAS_TRAIN_P_001924	1	1	HPCLAS_TRAIN_P_001924	2.09352445602417	1.1717063320626289
HPCLAS_TRAIN_P_001925	1	1	HPCLAS_TRAIN_P_001925	1.3839073181152344	0.7356003240745137
HPCLAS_TRAIN_P_001926	1	3	HPCLAS_TRAIN_P_001926	2.960361957550049	2.875475508900619
